name,address,latitude,longitude,rating,borough,shop_id,Unnamed: 0,Code,Area,Value,Code_earnings,Area_earnings,Pay_2021
Mary's Living & Giving Shop for Save the Children - Little Venice,"11 Clifton Rd, London",51.5256573,-0.1789834,4.9,Westminster,1324,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Vision Foundation - Portobello Road,"235 Portobello Rd, London",51.5170322,-0.2061205,5.0,Kensington and Chelsea,1325,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
Oxfam Shop Kentish Town,"160 Kentish Town Rd, London",51.5468605,-0.1414953,4.3,Camden,1326,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Marie Curie Charity Shop Belsize Park,"169 Haverstock Hill, London",51.54994500000001,-0.1644777,2.6,Camden,1327,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Kentish Town PDSA Charity Shop,"249 Kentish Town Rd, London",51.5483281,-0.1413576,3.4,Camden,1328,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Traid - Kilburn,"70-72 Kilburn High Rd, London",51.5382161,-0.1934752,4.2,Brent,1329,3829.0,E09000005,Brent,"450,000",00AE,Brent,553.1
Boutique by Shelter,"173 Finchley Rd, London",51.5456223,-0.1784767,4.6,Camden,1330,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Mary's Living & Giving Shop for Save the Children - Primrose Hill,"109 Regent's Park Rd, London",51.54218720000001,-0.1562429,4.5,Camden,1331,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Oxfam,"91 Marylebone High St, London",51.5200217,-0.1519255,4.2,Westminster,1332,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
All Aboard Charity Shops,"Finchley Rd, London",51.548314,-0.180594,4.4,Camden,1333,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Royal Trinity Hospice - Portobello Road,"216 Portobello Rd, London",51.516887,-0.205604,4.6,Kensington and Chelsea,1334,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
Cancer Research UK,"Queens Court, 234 W End Ln, London",51.5509534,-0.1913159,3.0,Camden,1335,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Royal Trinity Hospice - Notting Hill,"20 Notting Hill Gate, London",51.50971630000001,-0.1937035,3.5,Kensington and Chelsea,1336,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
Blustons - Octavia Foundation Kentish Town Road,"213-215, 213 Kentish Town Rd, London",51.5473802,-0.1416739,4.2,Camden,1337,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Fara Kids Charity Shop - Notting Hill,"39 Ledbury Rd, London",51.51361850000001,-0.199023,4.2,Kensington and Chelsea,1338,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
"Shop from Crisis, Kilburn","134 Kilburn High Rd, London",51.54003669999999,-0.1954566,0.0,Camden,1339,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Westway Charity Hub,"Thorpe Cl, London",51.5180646,-0.2090678,0.0,Kensington and Chelsea,1340,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
Ps Charity Shop,"63A Salusbury Rd, London",51.53501869999999,-0.20473,5.0,Brent,1341,3829.0,E09000005,Brent,"450,000",00AE,Brent,553.1
Fara Kids Charity Shop - Primrose Hill,"83 Regent's Park Rd, London",51.5414421,-0.157253,3.6,Camden,1342,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Mind,"178 Queensway, London",51.515518,-0.1880271,5.0,Westminster,1343,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Peaceful Solutions,"63 Salusbury Rd, London",51.535027,-0.2046534,3.9,Brent,1344,3829.0,E09000005,Brent,"450,000",00AE,Brent,553.1
Mfce Learning Store,"3 Mozart St, London",51.5286798,-0.2046942,0.0,Westminster,1345,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
St John's Hospice Charity Shop,"86 St John's Wood High St, London",51.5329774,-0.1698405,3.1,Westminster,1346,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
"Shop from Crisis, Camden","22-24 Parkway, London",51.5386817,-0.1438936,5.0,Camden,1347,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Cats Protection - Cricklewood Charity Shop,"70 Cricklewood Broadway, London",51.5541484,-0.2121454,5.0,Camden,1348,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Oxfam Books & Music,"166 Kentish Town Rd, London",51.5469898,-0.1414659,4.7,Camden,1349,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Octavia Foundation Hampstead,"33 S End Rd, London",51.5549356,-0.1661452,3.1,Camden,1350,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Oxfam Bookshop,"170 Portobello Rd, London",51.5155342,-0.2045758,4.7,Kensington and Chelsea,1351,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
Octavia Foundation Finchley,"179 Finchley Rd, London",51.5457873,-0.1787798,5.0,Camden,1352,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Save The Nile,"Gloucester Ave., London",51.5398811,-0.150383,0.0,Camden,1353,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
All aboard,"117a Cricklewood Broadway, London",51.5552799,-0.2137971,5.0,Brent,1354,3829.0,E09000005,Brent,"450,000",00AE,Brent,553.1
Oxfam Shop Camden,"89 Camden High St, London",51.5366239,-0.1407265,3.2,Camden,1355,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
British Heart Foundation,"6 Harben Parade, Finchley Rd, London",51.5446935,-0.1764832,4.5,Camden,1356,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Traid Camden,"154 Camden High St, London",51.5385937,-0.1421116,3.7,Camden,1357,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Mary's Living & Giving Shop for Save the Children - Hampstead Village,"64 Hampstead High St, Oriel Pl, London",51.55611829999999,-0.1779453,4.3,Camden,1358,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Harington Charity Shop,"270 Archway Rd, London",51.5751429,-0.1424006,4.3,Haringey,1359,3838.0,E09000014,Haringey,"487,500",00AP,Haringey,542.6
Oxfam - Kilburn,"181-183 Kilburn High Rd, London",51.54127099999999,-0.1973596,3.4,Brent,1360,3829.0,E09000005,Brent,"450,000",00AE,Brent,553.1
British Heart Foundation,"233 Kentish Town Rd, London",51.5479144,-0.1416239,4.0,Camden,1361,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
FARA Charity Shop - Belsize Park,"204 Haverstock Hill, London",51.550934,-0.165011,3.9,Camden,1362,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Oxfam,"246 W End Ln, London",51.5512594,-0.1914747,3.5,Camden,1363,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Oxfam Shop Highgate,"80 Highgate High St, London",51.5710068,-0.1485484,4.6,Camden,1364,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
British Heart Foundation,"93 Kilburn High Rd, London",51.5379944,-0.1939394,4.2,Brent,1365,3829.0,E09000005,Brent,"450,000",00AE,Brent,553.1
Oxfam,"1049 Finchley Rd, London",51.58001609999999,-0.1984695,3.5,Barnet,1366,3827.0,E09000003,Barnet,"482,951",00AC,Barnet,574.9
Scope,"214 W End Ln, London",51.5504869,-0.1910735,3.5,Camden,1367,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
B and H Charity Shop,"129 Cricklewood Broadway, London",51.555556,-0.214096,5.0,Barnet,1368,3827.0,E09000003,Barnet,"482,951",00AC,Barnet,574.9
Cancer Research UK,"187 Kilburn High Rd, London",51.5414019,-0.1975251,4.6,Brent,1369,3829.0,E09000005,Brent,"450,000",00AE,Brent,553.1
Marie Curie Charity Shop Golders Green,"54 Golders Green Rd, London",51.5726127,-0.1982268,3.5,Barnet,1370,3827.0,E09000003,Barnet,"482,951",00AC,Barnet,574.9
Age UK London,"247 Kentish Town Rd, London",51.5482749,-0.1413752,4.0,Camden,1371,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Kilburn PDSA Charity Shop,"198 Kilburn High Rd, London",51.5413522,-0.1971155,4.2,Brent,1372,3829.0,E09000005,Brent,"450,000",00AE,Brent,553.1
All Aboard Shops Ltd,"224 W End Ln, London",51.5507637,-0.1912866,4.7,Camden,1373,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
North London Hospice Shop,"41 Golders Green Rd, London",51.57210689999999,-0.1974603,4.3,Barnet,1374,3827.0,E09000003,Barnet,"482,951",00AC,Barnet,574.9
All Aboard Shops Ltd,"616 Finchley Rd, London",51.5708807,-0.1950821,2.3,Barnet,1375,3827.0,E09000003,Barnet,"482,951",00AC,Barnet,574.9
Cancer Research UK,"72 Highgate High St, London",51.5709437,-0.1482745,3.8,Haringey,1376,3838.0,E09000014,Haringey,"487,500",00AP,Haringey,542.6
Oxfam Shop Kentish Town,"160 Kentish Town Rd, London",51.5468605,-0.1414953,4.3,Camden,1377,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Kentish Town PDSA Charity Shop,"249 Kentish Town Rd, London",51.5483281,-0.1413576,3.4,Camden,1378,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Cancer Research UK,"75 Hampstead High St, London",51.55576569999999,-0.1771229,3.9,Camden,1379,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Marie Curie Charity Shop Belsize Park,"169 Haverstock Hill, London",51.54994500000001,-0.1644777,2.6,Camden,1380,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Traid - Kilburn,"70-72 Kilburn High Rd, London",51.5382161,-0.1934752,4.2,Brent,1381,3829.0,E09000005,Brent,"450,000",00AE,Brent,553.1
Boutique by Shelter,"173 Finchley Rd, London",51.5456223,-0.1784767,4.6,Camden,1382,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Sue Ryder,"99-101 Golders Green Rd, London",51.57299200000001,-0.1995109,4.1,Barnet,1383,3827.0,E09000003,Barnet,"482,951",00AC,Barnet,574.9
Cancer Research UK,"871 Finchley Rd, London",51.5710436,-0.1954831,2.2,Barnet,1384,3827.0,E09000003,Barnet,"482,951",00AC,Barnet,574.9
Mary's Living & Giving Shop for Save the Children - Primrose Hill,"109 Regent's Park Rd, London",51.54218720000001,-0.1562429,4.5,Camden,1385,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Boutique by Shelter (Hampstead Heath),"57 S End Rd, London",51.5556188,-0.1668822,4.6,Camden,1386,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
All aboard,"117a Cricklewood Broadway, London",51.5552799,-0.2137971,5.0,Brent,1387,3829.0,E09000005,Brent,"450,000",00AE,Brent,553.1
All Aboard Charity Shops,"Finchley Rd, London",51.548314,-0.180594,4.4,Camden,1388,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Mind,"329 Archway Rd, London",51.5772614,-0.1464988,5.0,Haringey,1389,3838.0,E09000014,Haringey,"487,500",00AP,Haringey,542.6
Cancer Research UK,"Queens Court, 234 W End Ln, London",51.5509534,-0.1913159,3.0,Camden,1390,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
All Aboard Shops Ltd,"Exchange Mansions, 125 Golders Green Rd, London",51.57379359999999,-0.2010495,4.0,Barnet,1391,3827.0,E09000003,Barnet,"482,951",00AC,Barnet,574.9
Blustons - Octavia Foundation Kentish Town Road,"213-215, 213 Kentish Town Rd, London",51.5473802,-0.1416739,4.2,Camden,1392,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
"Shop from Crisis, Kilburn","134 Kilburn High Rd, London",51.54003669999999,-0.1954566,0.0,Camden,1393,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Oxfam,"61 Gayton Rd, London",51.5558895,-0.1758901,3.9,Camden,1394,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Ps Charity Shop,"63A Salusbury Rd, London",51.53501869999999,-0.20473,5.0,Brent,1395,3829.0,E09000005,Brent,"450,000",00AE,Brent,553.1
Fara Kids Charity Shop - Primrose Hill,"83 Regent's Park Rd, London",51.5414421,-0.157253,3.6,Camden,1396,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Peaceful Solutions,"63 Salusbury Rd, London",51.535027,-0.2046534,3.9,Brent,1397,3829.0,E09000005,Brent,"450,000",00AE,Brent,553.1
New To You Charity Shop,"Cricklewood Broadway, London",51.55551579999999,-0.2140485,5.0,Brent,1398,3829.0,E09000005,Brent,"450,000",00AE,Brent,553.1
"Shop from Crisis, Camden","22-24 Parkway, London",51.5386817,-0.1438936,5.0,Camden,1399,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Cats Protection - Cricklewood Charity Shop,"70 Cricklewood Broadway, London",51.5541484,-0.2121454,5.0,Camden,1400,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Oxfam Bookshop,"45 Heath St, London",51.5566702,-0.1787685,4.5,Camden,1401,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Octavia Foundation Hampstead,"33 S End Rd, London",51.5549356,-0.1661452,3.1,Camden,1402,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Oxfam Books & Music,"166 Kentish Town Rd, London",51.5469898,-0.1414659,4.7,Camden,1403,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Octavia Foundation Finchley,"179 Finchley Rd, London",51.5457873,-0.1787798,5.0,Camden,1404,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Oxfam Bookshop Highgate,"47 Highgate High St, London",51.5708208,-0.1485437,3.9,Camden,1405,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Batt Center (Charity Shop) London,"129 Cricklewood Broadway, London",51.5555428,-0.2140803,3.7,Brent,1406,3829.0,E09000005,Brent,"450,000",00AE,Brent,553.1
Boutique by Shelter (Highgate),"52 Highgate High St, London",51.570772,-0.1474841,3.4,Haringey,1407,3838.0,E09000014,Haringey,"487,500",00AP,Haringey,542.6
Save The Nile,"Gloucester Ave., London",51.5398811,-0.150383,0.0,Camden,1408,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Oxfam Shop Camden,"89 Camden High St, London",51.5366239,-0.1407265,3.2,Camden,1409,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
British Heart Foundation,"65 Camden High St, London",51.5362039,-0.1404195,3.7,Camden,1410,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Cancer Research UK,"81 Camden High St, London",51.5365024,-0.1405993,4.1,Camden,1411,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Scope Camden,"73 Camden High St, London",51.5362998,-0.1403814,4.0,Camden,1412,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Oxfam - St John's Wood,"61 St John's Wood High St, London",51.5335941,-0.170972,3.7,Westminster,1413,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Camden Mind,"60 Camden High St, London",51.5362929,-0.1398113,4.4,Camden,1414,3831.0,E09000007,Camden,"717,500",00AG,Camden,694.2
Cancer Research UK,"53 St John's Wood High St, London",51.5334309,-0.1707745,4.1,Westminster,1415,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
British Heart Foundation,"184 Balham High Rd, London",51.44399670000001,-0.1525531,4.0,Wandsworth,1416,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Embrace S W Charity Boutique,"29 Queenstown Rd, London",51.46734619999999,-0.1507597,4.1,Wandsworth,1417,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Fara Charity Shop - Battersea,"254 Battersea Park Rd, London",51.4721114,-0.1661202,4.6,Wandsworth,1418,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Traid,"28 St John's Rd, London",51.4629956,-0.1679301,4.1,Wandsworth,1419,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Wandsworth Oasis,"61 Balham High Rd, London",51.4461518,-0.1495703,4.6,Wandsworth,1420,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
FARA Charity Shop - Streatham,"100 Streatham High Rd, London",51.43484729999999,-0.1285484,4.4,Lambeth,1421,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
"British Red Cross shop, Wandsworth","11-12 Bramlands Cl, London",51.4661645,-0.1697389,3.8,Wandsworth,1422,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Mary's Living & Giving Shop for Save the Children - Wandsworth Town,"531 Old York Rd, London",51.45991600000001,-0.1888067,4.7,Wandsworth,1423,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Fara Charity Shop - Earlsfield,"551 Garratt Lane, London",51.4409499,-0.1868158,4.6,Wandsworth,1424,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Fara Charity Shop - Balham,"27 Bedford Hill, London",51.444457,-0.1505599,4.3,Wandsworth,1425,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Save The Children,"36 Clapham High St, London",51.46438000000001,-0.1315249,3.5,Lambeth,1426,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Oxfam,"535 Garratt Lane, London",51.4413841,-0.1871029,4.3,Wandsworth,1427,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
British Heart Foundation,"64 St John's Rd, London",51.4619599,-0.1677556,3.6,Wandsworth,1428,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Wandsworth Oasis,"45 Old Town, London",51.4640518,-0.1409584,4.6,Lambeth,1429,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Mind,"463-465 Wandsworth Rd, London",51.47171969999999,-0.1356925,3.9,Lambeth,1430,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Fara Charity Shop - Clapham,"70 Chatham Rd, London",51.45489240000001,-0.164332,4.2,Wandsworth,1431,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Cancer Research UK,"83 St John's Rd, London",51.4611573,-0.1670608,3.8,Wandsworth,1432,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Cancer Research UK,"168 Balham High Rd, London",51.4445066,-0.1521127,3.2,Wandsworth,1433,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Ace Shop at Clapham,"8A Clapham Park Rd, London",51.46145370000001,-0.1369943,4.4,Lambeth,1434,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
St Christopher's,"23 Streatham High Rd, London",51.4363238,-0.1276073,3.8,Lambeth,1435,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Royal Trinity Hospice - Clapham Junction Shop,"73 St John's Rd, London",51.4613923,-0.1671984,3.3,Wandsworth,1436,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Boutique by Shelter,"31 The Pavement, London",51.463092,-0.1406652,4.9,Lambeth,1437,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Boutique by Shelter,"49 Northcote Rd, London",51.4594101,-0.1662286,4.8,Wandsworth,1438,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Royal Trinity Hospice - Balham Shop,"107 Balham High Rd, London",51.4453462,-0.1508785,4.3,Wandsworth,1439,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Royal Trinity Hospice - Streatham Hill,"77 Streatham Hill, London",51.4394139,-0.1258237,4.5,Lambeth,1440,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Royal Trinity Hospice,"40 Northcote Rd, London",51.4594217,-0.1665687,4.1,Wandsworth,1441,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Paws Charity Shop,"67 Trinity Rd, London",51.4369442,-0.1616661,4.1,Wandsworth,1442,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
"Earlsfield Charity Shop - RSPCA Wimbledon, Wandsworth & Sutton Branch","549 Garratt Lane, London",51.4410357,-0.1868487,3.8,Wandsworth,1443,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
British Heart Foundation Furniture & Electrical,"36 Acre Ln, London",51.4606068,-0.1190096,3.8,Lambeth,1444,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Wandsworth Oasis: 308 Battersea Park Rd,"308-310 Battersea Park Rd, London",51.4714265,-0.1686376,4.4,Wandsworth,1445,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Royal Trinity Hospice - Clapham Common shop,"120 Clapham High St, London",51.4629745,-0.1351832,5.0,Lambeth,1446,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Traid,"2 Acre Ln, London",51.4612282,-0.1162417,4.1,Lambeth,1447,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Age UK,"58 Clapham High St, London",51.4638617,-0.1328507,3.2,Lambeth,1448,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Oxfam Bookshop,"166 Balham High Rd, London",51.4445634,-0.1520632,4.5,Wandsworth,1449,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Fara Kids Charity Shop - Clapham,"144 Northcote Rd, London",51.455441,-0.1648882,4.4,Wandsworth,1450,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Wandsworth Oasis: 553 Battersea Park Rd,"553 Battersea Park Rd, London",51.4714943,-0.1677502,5.0,Wandsworth,1451,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Fara Kids Charity Shop - Earlsfield Kids,"589 Garratt Lane, London",51.4393924,-0.1866607,4.4,Wandsworth,1452,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
British Heart Foundation Books and Music,"94 Streatham High Rd, London",51.4351139,-0.1284602,4.7,Lambeth,1453,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Give a Little,"71 Streatham Hill, London",51.43976199999999,-0.1256914,4.1,Lambeth,1454,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Fara Kids Charity Shop - Balham,"15 Hildreth St, London",51.4445172,-0.1509644,4.4,Wandsworth,1455,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Barnardo's,"414 Brixton Rd, London",51.46461499999999,-0.1144162,3.9,Lambeth,1456,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Age UK Wandsworth,"549 Old York Rd, London",51.45956229999999,-0.1895844,4.6,Wandsworth,1457,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Charity Clothes Donations - TRAID,"203A St John's Hill, London",51.4599542,-0.1786837,0.0,Wandsworth,1458,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Charity Shop,London,51.4478038,-0.1489311,0.0,Wandsworth,1459,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Battersea United Charities,"Battersea Library, 265 Lavender Hill, London",51.4640851,-0.164196,0.0,Wandsworth,1460,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Consigned Sealed Delivered (CSD),"Unit 101, Avro House, 7 Havelock Terrace, London",51.477519,-0.143853,5.0,Wandsworth,1461,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Fara Charity Shop - Pimlico,"13A Warwick Way, London",51.4925305,-0.139252,4.4,Westminster,1462,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Mary's Living & Giving Shop,"206 Fulham Rd., London",51.4857866,-0.1814296,3.6,Kensington and Chelsea,1463,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
Cardinal Hume Charity Shop,"110 Horseferry Rd, London",51.49505380000001,-0.1321888,3.5,Westminster,1464,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Sue Ryder,"37 Warwick Way, London",51.4921984,-0.1403124,4.7,Westminster,1465,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Oxfam,"432 King's Rd, London",51.48319009999999,-0.1775092,3.3,Kensington and Chelsea,1466,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
Fara Charity Shop - Kensington,"26 Gloucester Rd, London",51.4989357,-0.1838286,4.3,Kensington and Chelsea,1467,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
Embrace S W Charity Boutique,"29 Queenstown Rd, London",51.46734619999999,-0.1507597,4.1,Wandsworth,1468,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Fara Charity Shop - Battersea,"254 Battersea Park Rd, London",51.4721114,-0.1661202,4.6,Wandsworth,1469,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Oxfam Boutique,"123A King's Rd, London",51.48828,-0.1660417,4.0,Kensington and Chelsea,1470,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
Traid,"28 St John's Rd, London",51.4629956,-0.1679301,4.1,Wandsworth,1471,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Oxfam,"5 Gloucester Rd, London",51.4990739,-0.1835605,4.1,Kensington and Chelsea,1472,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
"British Red Cross shop, Wandsworth","11-12 Bramlands Cl, London",51.4661645,-0.1697389,3.8,Wandsworth,1473,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Mary's Living & Giving Shop for Save the Children - Wandsworth Town,"531 Old York Rd, London",51.45991600000001,-0.1888067,4.7,Wandsworth,1474,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
Save The Children,"36 Clapham High St, London",51.46438000000001,-0.1315249,3.5,Lambeth,1475,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Cancer Research UK,"393 King's Rd, London",51.4830366,-0.1771967,2.8,Kensington and Chelsea,1476,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
Hospices of Hope - Pimlico,"40 Warwick Way, London",51.4919702,-0.1404995,4.1,Westminster,1477,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
British Heart Foundation,"64 St John's Rd, London",51.4619599,-0.1677556,3.6,Wandsworth,1478,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
"British Red Cross shop, Chelsea","69-71 Old Church St, London",51.4853518,-0.1729428,2.8,Kensington and Chelsea,1479,3844.0,E09000020,Kensington and Chelsea,"1,200,000",00AW,Kensington and Chelsea,767
Royal Trinity Hospice - Pimlico Shop,"85 Wilton Rd, London",51.4923322,-0.1401701,3.4,Westminster,1480,3857.0,E09000033,Westminster,"1,070,000",00BK,Westminster,771.6
Wandsworth Oasis,"45 Old Town, London",51.4640518,-0.1409584,4.6,Lambeth,1481,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Mind,"463-465 Wandsworth Rd, London",51.47171969999999,-0.1356925,3.9,Lambeth,1482,3846.0,E09000022,Lambeth,"510,000",00AY,Lambeth,673.6
Cancer Research UK,"83 St John's Rd, London",51.4611573,-0.1670608,3.8,Wandsworth,1483,3856.0,E09000032,Wandsworth,"640,000",00BJ,Wandsworth,746.7
