,Shop_Name,Address,Latitude,Longitude,Rating,Reviews_Count,Place_ID,Price_Level,types,Borough,Property_Value_2017,Earnings_2021,IMD_Rank,Income_Rank,composite_score,Rating_normalized,Property_Value_2017_normalized,Earnings_2021_normalized,Reviews_Count_normalized,Price_Level_normalized,Rank
296,Sue Ryder,"93-95 High St, London",51.5824909,-0.02988,4.3,29,ChIJ3XURusYddkgR-kfvsia9vJY,1.0,"point_of_interest, store, establishment",Waltham Forest,430000.0,624.7,11735.375,11745.701388888889,0.45284800246613627,0.86,0.09941520467836257,0.35851528384279485,0.057539682539682536,0.0,297.0
297,House of Grace International,"62d Stamford Hill, London",51.5664245,-0.0727241,4.7,3,ChIJLT81xmccdkgRJWD400u4My4,1.0675675675675675,"store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.45282322594124486,0.9400000000000001,0.21637426900584794,0.14192139737991266,0.005952380952380952,0.03378378378378377,298.0
298,Here After,"151 Brick Ln, London",51.5242606,-0.071672,3.6,18,ChIJJSMV6rccdkgRlqB8TKCY1es,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.45276402955143474,0.72,0.15204678362573099,0.601310043668122,0.03571428571428571,0.03378378378378377,299.0
299,Mabel's Five & Dime,"Mabels' Five & Dime, 100 Kirkdale, Sydenham",51.4322854,-0.0610275,5.0,16,ChIJXcxzXdgDdkgRs6WRGD0TeUU,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Lewisham,394720.0,574.9,10781.378698224851,10480.91124260355,0.45274220424581263,1.0,0.05815204678362573,0.1410480349344976,0.031746031746031744,0.03378378378378377,300.0
300,Wild Horses,"95 Dartmouth Rd, London",51.43615150000001,-0.0550376999999999,5.0,12,ChIJ-YjX0tYDdkgRlKtpTl_RyW0,1.0675675675675675,"home_goods_store, store, point_of_interest, establishment",Lewisham,394720.0,574.9,10781.378698224851,10480.91124260355,0.4503612518648602,1.0,0.05815204678362573,0.1410480349344976,0.023809523809523808,0.03378378378378377,301.0
301,Vintage Threads,"Unit 3 Trafalgar Mews, London",51.5464767,-0.0302903,4.6,10,ChIJYc78vocbdkgRfaczFOqGDGo,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.44898989260791144,0.9199999999999999,0.21637426900584794,0.14192139737991266,0.01984126984126984,0.03378378378378377,302.0
302,Spitalfields Crypt Charity Shop,"22 Market Wy, London",51.513077,-0.0151701,3.6,10,ChIJT-IKG7MCdkgR5lSy-pk0pXk,1.0675675675675675,"store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.44800212478952994,0.72,0.15204678362573099,0.601310043668122,0.01984126984126984,0.03378378378378377,303.0
303,Save The Children,"36 Clapham High St, London",51.46438000000001,-0.1315249,3.5,18,ChIJKXApTVAEdkgR-RqE9zuzw_4,1.0675675675675675,"point_of_interest, store, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.44709963567007927,0.7,0.19298245614035087,0.5720524017467249,0.03571428571428571,0.03378378378378377,304.0
304,British Heart Foundation Furniture & Electrical,"211-219, Old Kent Rd, London",51.4903938,-0.0802517,3.5,80,ChIJswHaIGkDdkgRzDQnr1BCACw,1.0,"furniture_store, home_goods_store, store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.4465459865092133,0.7,0.2046783625730994,0.38995633187772905,0.15873015873015872,0.0,305.0
305,TRAID Lewisham,"41-43 Lewis Grove, London",51.46127019999999,-0.0100676,4.9,19,ChIJk6gdPlcDdkgR36csc7QyRxs,1.0675675675675675,"point_of_interest, store, establishment",Lewisham,394720.0,574.9,10781.378698224851,10480.91124260355,0.44652791853152696,0.9800000000000001,0.05815204678362573,0.1410480349344976,0.037698412698412696,0.03378378378378377,306.0
306,Mind Shop Stoke Newington,"11 Stoke Newington Church St, London",51.5618965,-0.0743009,4.6,11,ChIJY5jmS2EcdkgR7brBSKaU5RY,1.0,"store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.44620675232477114,0.9199999999999999,0.21637426900584794,0.14192139737991266,0.021825396825396824,0.0,307.0
307,Barnardo's,"431 Bromley Rd, Bromley",51.42551419999999,-0.0047735999999999,5.0,4,ChIJdb6zHfwBdkgRECZiQYTfc7k,1.0675675675675675,"store, point_of_interest, establishment",Lewisham,394720.0,574.9,10781.378698224851,10480.91124260355,0.44559934710295546,1.0,0.05815204678362573,0.1410480349344976,0.007936507936507936,0.03378378378378377,308.0
308,Antiques,"Tanner's, 117 Tanner's Hill, London",51.4714515,-0.0294043,5.0,3,ChIJRecESl8CdkgRoCXow2INtDI,1.0675675675675675,"home_goods_store, point_of_interest, store, establishment",Lewisham,394720.0,574.9,10781.378698224851,10480.91124260355,0.44500410900771736,1.0,0.05815204678362573,0.1410480349344976,0.005952380952380952,0.03378378378378377,309.0
309,Ansa Vintage,"95 Dartmouth Rd, London",51.4361212,-0.0550615,5.0,1,ChIJLaCRCvYDdkgRxUEqevP2eUU,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Lewisham,394720.0,574.9,10781.378698224851,10480.91124260355,0.4438136328172412,1.0,0.05815204678362573,0.1410480349344976,0.001984126984126984,0.03378378378378377,310.0
310,Retrouvé vintage,"e8 1bg, 61 Wilton Way, London",51.5456744,-0.0615726,4.5,14,ChIJ49fvzO8cdkgRGXEsVRVlxyM,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.4433708449888639,0.9,0.21637426900584794,0.14192139737991266,0.027777777777777776,0.03378378378378377,311.0
311,Oxfam Shop Walthamstow,"2-4 High St, London",51.5815578,-0.033495,4.0,53,ChIJwZ6D7MYddkgRQ6WF4LMmoFM,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Waltham Forest,430000.0,624.7,11735.375,11745.701388888889,0.4431337167518506,0.8,0.09941520467836257,0.35851528384279485,0.10515873015873016,0.0,312.0
312,Spitalfields Crypt Trust,"324 Mare St, London",51.5465937,-0.0549239,4.5,13,ChIJdwun21oddkgRTyZs-EwfCDQ,1.0675675675675675,"point_of_interest, store, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.4427756068936258,0.9,0.21637426900584794,0.14192139737991266,0.025793650793650792,0.03378378378378377,313.0
313,Alex TLC Charity Shop Greenwich,"154-156 Trafalgar Rd, London",51.4847968,0.003808,4.3,25,ChIJex95OCao2EcRxJe3G1dxmZo,1.0675675675675675,"store, point_of_interest, establishment",Greenwich,401000.0,618.9,12654.51655629139,11738.397350993377,0.441996300549162,0.86,0.06549707602339182,0.333187772925764,0.0496031746031746,0.03378378378378377,314.0
314,Cancer Research UK,"7, Butterfly Walk, Camberwell Green, London",51.4731268,-0.092526,3.9,7,ChIJbb5A9H8DdkgRUfP1ykXBAn8,1.0675675675675675,"home_goods_store, clothing_store, store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.4384719839352108,0.78,0.2046783625730994,0.38995633187772905,0.013888888888888888,0.03378378378378377,315.0
315,Oxfam,"20 Half Moon Ln, London",51.45276800000001,-0.100155,3.8,26,ChIJPzJ4W3MEdkgR7HVM3W8RcPs,1.0,"book_store, electronics_store, home_goods_store, clothing_store, store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.4384031293663562,0.76,0.2046783625730994,0.38995633187772905,0.051587301587301584,0.0,316.0
316,Sense,"329 Walworth Rd, London",51.48654130000001,-0.0945835999999999,3.8,20,ChIJoWDahJ0EdkgRze6qobh1b2o,1.0675675675675675,"store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.43821007917330607,0.76,0.2046783625730994,0.38995633187772905,0.03968253968253968,0.03378378378378377,317.0
317,Sense,"104 High St, London",51.415579,-0.0539119,3.9,11,ChIJiY51WnEBdkgRPWtQRLHhtJY,1.0675675675675675,"store, point_of_interest, establishment",Bromley,425000.0,653.0,21707.984771573603,20825.82741116752,0.43705866169219426,0.78,0.0935672514619883,0.48209606986899556,0.021825396825396824,0.03378378378378377,318.0
318,All Aboard Shops,"2a Regent Parade Amhurst Park, Stoke Newington, London",51.5735537,-0.0736925,4.5,2,ChIJt_xhzWscdkgRVKOERP2yYCQ,1.0675675675675675,"store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.43622798784600675,0.9,0.21637426900584794,0.14192139737991266,0.003968253968253968,0.03378378378378377,319.0
319,Exclusive,"2 Flask Walk, London",51.55638070000001,-0.1776995,2.5,22,ChIJ4yWS8ocadkgRYzEOuF0e1Uo,1.0675675675675675,"home_goods_store, point_of_interest, store, establishment",Camden,717500.0,694.2,16247.744360902256,14359.135338345865,0.436009866122484,0.5,0.43567251461988304,0.6620087336244542,0.04365079365079365,0.03378378378378377,320.0
320,Greenwich & Bexley Community Hospice Shop,"239 Greenwich High Rd, London",51.4790372,-0.0111975,4.3,12,ChIJ28VF94UCdkgROk3x4g7BrAo,1.0675675675675675,"store, health, point_of_interest, establishment",Greenwich,401000.0,618.9,12654.51655629139,11738.397350993377,0.43425820531106674,0.86,0.06549707602339182,0.333187772925764,0.023809523809523808,0.03378378378378377,321.0
321,East End Vintage Clothing,"11B Chapman Rd, London",51.5431201,-0.0277344,3.6,119,ChIJd2XBBTQddkgRCnCsu7pJ2rs,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.43387084498886386,0.72,0.21637426900584794,0.14192139737991266,0.2361111111111111,0.03378378378378377,322.0
322,Shaw Trust - Charity shop - Stoke Newington,"123 Stoke Newington High St, London",51.56042249999999,-0.0741188,4.4,11,ChIJiXPCGmEcdkgR5TmFXq2QH2o,1.0675675675675675,"store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.43358513070314963,0.8800000000000001,0.21637426900584794,0.14192139737991266,0.021825396825396824,0.03378378378378377,323.0
323,Cancer Research UK,"6 Montpelier Vale, London",51.4664866,0.0086825,4.8,10,ChIJE4wXddGp2EcRpwEn160nlqk,1.0675675675675675,"home_goods_store, clothing_store, store, point_of_interest, establishment",Lewisham,394720.0,574.9,10781.378698224851,10480.91124260355,0.433170775674384,0.96,0.05815204678362573,0.1410480349344976,0.01984126984126984,0.03378378378378377,324.0
324,RSPCA Charity Shop - Clapton,"123 Lower Clapton Rd, London",51.5524723,-0.0529477,4.3,27,ChIJn2J9qf4cdkgRhi_aTe73AgQ,1.0,"point_of_interest, store, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.4317305618485807,0.86,0.21637426900584794,0.14192139737991266,0.05357142857142857,0.0,325.0
325,"British Red Cross shop, Wimbledon","11 High Street Wimbledon, London",51.4245205,-0.2163622,4.5,11,ChIJzzX0TMkIdkgRkGwF4bBKAok,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Merton,445000.0,586.3,20967.60483870968,19170.032258064515,0.4314837491561233,0.9,0.11695906432748537,0.1908296943231438,0.021825396825396824,0.03378378378378377,326.0
326,RSPCA Charity Shop - Crouch End,"18 Broadway Parade, London",51.5801062,-0.1233709,4.9,8,ChIJmSYE38AbdkgRdDSEQq6JPjE,1.0,"store, point_of_interest, establishment",Haringey,487500.0,542.6,11291.917241379311,11348.386206896552,0.43009523809523814,0.9800000000000001,0.16666666666666666,0.0,0.015873015873015872,0.0,327.0
327,Oxfam,"376 Holloway Rd, London",51.55646369999999,-0.1170316,3.1,15,ChIJDzR9UHUbdkgRA-_-A9a0YP4,1.0,"store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.4298492282379895,0.62,0.32748538011695905,0.537117903930131,0.02976190476190476,0.0,328.0
328,TRAID Walthamstow,"106, 106a High St, London",51.5827102,-0.0284033,4.0,22,ChIJPTsp5t0ddkgRdZRyzDXxCj8,1.0675675675675675,"store, point_of_interest, establishment",Waltham Forest,430000.0,624.7,11735.375,11745.701388888889,0.42805971417784805,0.8,0.09941520467836257,0.35851528384279485,0.04365079365079365,0.03378378378378377,329.0
329,Salvation Army,"339-341 Walworth Rd, London",51.48621720000001,-0.0943498,3.8,8,ChIJm2j2gWIDdkgRDAJDSxhb-Us,1.0,"store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.4276888436520705,0.76,0.2046783625730994,0.38995633187772905,0.015873015873015872,0.0,330.0
330,Joli Vintage Living,"7 Nelson Rd., London",51.4810107,-0.0088632,4.2,13,ChIJzRq3AYUCdkgRs1LEPKDXQqQ,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Greenwich,401000.0,618.9,12654.51655629139,11738.397350993377,0.4268534434063049,0.8400000000000001,0.06549707602339182,0.333187772925764,0.025793650793650792,0.03378378378378377,331.0
331,Cha Cha Cha,"20-22 Ave Mews, London",51.5907847,-0.143747,4.8,9,ChIJV9BiBC0adkgRss7b6Gwfqm4,1.0675675675675675,"furniture_store, home_goods_store, clothing_store, point_of_interest, store, establishment",Haringey,487500.0,542.6,11291.917241379311,11348.386206896552,0.42606885456885457,0.96,0.16666666666666666,0.0,0.017857142857142856,0.03378378378378377,332.0
332,Emmaus (Tower Hamlets) Poplar Shop,"175-179 E India Dock Rd, London",51.5114016,-0.0140297,3.2,25,ChIJ7z4kSbICdkgRabauLqAPOQw,1.0675675675675675,"book_store, furniture_store, clothing_store, home_goods_store, store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.4249306962181014,0.64,0.15204678362573099,0.601310043668122,0.0496031746031746,0.03378378378378377,333.0
333,Kensal Vintage,"Kensal Vintage, 54 College Rd, London",51.533506,-0.2254655,4.8,4,ChIJyXuGpjcQdkgRCSNNsOxrWfo,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Brent,450000.0,553.1,12034.70520231214,11542.520231213874,0.4234910399449586,0.96,0.12280701754385964,0.04585152838427948,0.007936507936507936,0.03378378378378377,334.0
334,North London Hospice Wood green Shop,"212 High Rd, London",51.5979528,-0.1103582,4.7,18,ChIJx4ypmW4ZdkgR8p8OFILdTTg,1.0675675675675675,"store, point_of_interest, establishment",Haringey,487500.0,542.6,11291.917241379311,11348.386206896552,0.4234259974259975,0.9400000000000001,0.16666666666666666,0.0,0.03571428571428571,0.03378378378378377,335.0
335,Nude Lagoon,"205 Deptford High St, London",51.4807141,-0.0264337,4.7,7,ChIJYW30HgQDdkgRSfA2LsaHMr4,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Lewisham,394720.0,574.9,10781.378698224851,10480.91124260355,0.42338506138866977,0.9400000000000001,0.05815204678362573,0.1410480349344976,0.013888888888888888,0.03378378378378377,336.0
336,Reign Vintage,"166-168 Stoke Newington High St, London",51.5614461,-0.0735825,4.3,4,ChIJmQox5ooddkgRFqleaZtpy64,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.4214184640364829,0.86,0.21637426900584794,0.14192139737991266,0.007936507936507936,0.03378378378378377,337.0
337,Scope,"131 Sydenham Rd, London",51.425814,-0.0479302,4.7,3,ChIJafV3TX8BdkgR_auyzmI5AmQ,1.0675675675675675,"store, point_of_interest, establishment",Lewisham,394720.0,574.9,10781.378698224851,10480.91124260355,0.4210041090077174,0.9400000000000001,0.05815204678362573,0.1410480349344976,0.005952380952380952,0.03378378378378377,338.0
338,British Heart Foundation,"257 High St, London",51.5845062,-0.0223297,3.9,27,ChIJMTnW6-kddkgReXYbcfz_WvU,1.0,"store, point_of_interest, establishment",Waltham Forest,430000.0,624.7,11735.375,11745.701388888889,0.4196575262756601,0.78,0.09941520467836257,0.35851528384279485,0.05357142857142857,0.0,339.0
339,Marie Curie Charity Shop Archway,"27 Junction Rd, London",51.5647426,-0.1347627,3.0,5,ChIJaYHOea4bdkgRICnszFHvzV8,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Islington,625000.0,665.6,10296.512195121952,9470.764227642276,0.4192752256639869,0.6,0.32748538011695905,0.537117903930131,0.00992063492063492,0.03378378378378377,340.0
340,S C T,"670-672 High Rd Leytonstone, London",51.5686915,0.0114996,3.9,20,ChIJh4iFXmWn2EcRNd0jwaydeEo,1.0675675675675675,"store, point_of_interest, establishment",Waltham Forest,430000.0,624.7,11735.375,11745.701388888889,0.41886923798737186,0.78,0.09941520467836257,0.35851528384279485,0.03968253968253968,0.03378378378378377,341.0
341,British Heart Foundation,"10 Rye Ln, London",51.4727518,-0.0701779,3.7,6,ChIJk3AMJjYDdkgR1ZOJ5urrofE,1.0,"store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.41849836746159425,0.74,0.2046783625730994,0.38995633187772905,0.011904761904761904,0.0,342.0
342,Cancer Research UK,"13 The Broadway, London",51.5788126,-0.1239531,4.7,7,ChIJ8abYTccbdkgRuWlgpSbn4h8,1.0675675675675675,"clothing_store, home_goods_store, point_of_interest, store, establishment",Haringey,487500.0,542.6,11291.917241379311,11348.386206896552,0.41687837837837843,0.9400000000000001,0.16666666666666666,0.0,0.013888888888888888,0.03378378378378377,343.0
343,Anubis Vintage Clothing,"3-4, Turnpike Parade, London",51.5900583,-0.1027009,4.4,47,ChIJ2Q8ejnAbdkgRQfc5Q-mjVt8,1.0675675675675675,"clothing_store, point_of_interest, store, establishment",Haringey,487500.0,542.6,11291.917241379311,11348.386206896552,0.4166879021879023,0.8800000000000001,0.16666666666666666,0.0,0.09325396825396826,0.03378378378378377,344.0
344,Marys Living & Giving Shop for Save the Children - Blackheath,"10 Montpelier Vale, London",51.4665808,0.0086778,4.5,21,ChIJj5AvdtGp2EcRq7GpiAvlVg4,1.0675675675675675,"store, point_of_interest, establishment",Lewisham,394720.0,574.9,10781.378698224851,10480.91124260355,0.4157183947220031,0.9,0.05815204678362573,0.1410480349344976,0.041666666666666664,0.03378378378378377,345.0
345,North London Hospice Shop,"41 Golders Green Rd, London",51.57210689999999,-0.1974603,4.3,12,ChIJb5aELZoQdkgRi3Lfi1CVFUc,1.0675675675675675,"store, point_of_interest, establishment",Barnet,482951.0,574.9,19287.450236966823,17048.81990521327,0.4150000822742169,0.86,0.16134619883040935,0.1410480349344976,0.023809523809523808,0.03378378378378377,346.0
346,"British Red Cross shop, Forest Hill","6 London Rd, London",51.4392402,-0.0540911,4.5,19,ChIJDxintNEDdkgRpU9EiwgsrFM,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Lewisham,394720.0,574.9,10781.378698224851,10480.91124260355,0.41452791853152693,0.9,0.05815204678362573,0.1410480349344976,0.037698412698412696,0.03378378378378377,347.0
347,St Christophers Hospice Shop,"85-87 Lordship Ln, London",51.4581306,-0.0749787,3.3,47,ChIJtdRqwJYDdkgROSG24I1y1i0,1.0675675675675675,"store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.41428150774473455,0.6599999999999999,0.2046783625730994,0.38995633187772905,0.09325396825396826,0.03378378378378377,348.0
348,Oxfam,"7, Astoria Parade, High Rd, London",51.4326827,-0.1285688,3.2,5,ChIJUaHV2ycEdkgRfnZnhuq346o,1.0,"book_store, clothing_store, store, point_of_interest, establishment",Lambeth,510000.0,673.6,11294.58988764045,11605.47191011236,0.41198316205360563,0.64,0.19298245614035087,0.5720524017467249,0.00992063492063492,0.0,349.0
349,Sense - Hackney,"307 Mare St, London",51.5460655,-0.0553343,4.1,15,ChIJSyU30eQcdkgRdspK0d1ElG4,1.0675675675675675,"store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.411966083084102,0.82,0.21637426900584794,0.14192139737991266,0.02976190476190476,0.03378378378378377,350.0
350,St Christopher's Hospice Charity Shop - Penge,"171 High St, London",51.414275,-0.0518207,3.6,8,ChIJkRCaEXQBdkgRc2wZeZ3hQNo,1.0675675675675675,"store, point_of_interest, establishment",Bromley,425000.0,653.0,21707.984771573603,20825.82741116752,0.4112729474064799,0.72,0.0935672514619883,0.48209606986899556,0.015873015873015872,0.03378378378378377,351.0
351,Sue Ryder,"6 Barnes High St, London",51.4734619,-0.2484839,2.6,7,ChIJ5TofUFEPdkgRThxPAXKk-H8,1.0,"store, point_of_interest, establishment",Richmond upon Thames,610000.0,699.5,25694.460869565217,24133.03478260869,0.4111855384458234,0.52,0.30994152046783624,0.6851528384279475,0.013888888888888888,0.0,352.0
352,Cancer Research UK,"187 Kilburn High Rd, London",51.5414019,-0.1975251,4.6,10,ChIJu6TuhnEQdkgRTX4Xb9dHQTQ,1.0675675675675675,"home_goods_store, clothing_store, store, point_of_interest, establishment",Brent,450000.0,553.1,12034.70520231214,11542.520231213874,0.41106246851638717,0.9199999999999999,0.12280701754385964,0.04585152838427948,0.01984126984126984,0.03378378378378377,353.0
353,The Salvation Army,"33 Catford Broadway, London",51.4456473,-0.0203281,4.6,5,ChIJUdpOihYCdkgRGizNATSipCU,1.0,"store, point_of_interest, establishment",Lewisham,394720.0,574.9,10781.378698224851,10480.91124260355,0.4108162068198151,0.9199999999999999,0.05815204678362573,0.1410480349344976,0.00992063492063492,0.0,354.0
354,RSPCA Charity Shop - Stoke Newington,"180 Stoke Newington High St, London",51.5618115,-0.0735439,4.1,14,ChIJ4bP5KmEcdkgReidI7bFQweo,1.0,"store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.4079924666104855,0.82,0.21637426900584794,0.14192139737991266,0.027777777777777776,0.0,355.0
355,Boutique by Shelter (Muswell Hill),"44 Muswell Hill Broadway, London",51.5896275,-0.1444802,4.6,5,ChIJI5_3ni0adkgRjt2lnVSsdGg,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Haringey,487500.0,542.6,11291.917241379311,11348.386206896552,0.4076879021879022,0.9199999999999999,0.16666666666666666,0.0,0.00992063492063492,0.03378378378378377,356.0
356,Mind Charity Shop Leytonstone,"17 Church Ln, London",51.56832559999999,0.0094336,3.8,14,ChIJtRX3Vdin2EcRq-1TtasjBac,1.0675675675675675,"store, point_of_interest, establishment",Waltham Forest,430000.0,624.7,11735.375,11745.701388888889,0.4072978094159433,0.76,0.09941520467836257,0.35851528384279485,0.027777777777777776,0.03378378378378377,357.0
357,Mary's Living & Giving Shop for Save the Children - Highgate Village,"43 Highgate High St, London",51.5707963,-0.1484368,4.5,14,ChIJB4h9kk4adkgRGZImGoEAlUc,1.0675675675675675,"store, point_of_interest, establishment",Haringey,487500.0,542.6,11291.917241379311,11348.386206896552,0.4050450450450451,0.9,0.16666666666666666,0.0,0.027777777777777776,0.03378378378378377,358.0
358,Shelter Charity Shop (Crouch End),"19, Topsfield Parade, Tottenham Ln, London",51.5801762,-0.1233047,4.5,10,ChIJzyHTI8EbdkgReT3bxlBL9ss,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Haringey,487500.0,542.6,11291.917241379311,11348.386206896552,0.4026640926640927,0.9,0.16666666666666666,0.0,0.01984126984126984,0.03378378378378377,359.0
359,Scope,"210 High St, London",51.5845747,-0.0207738,3.7,16,ChIJR6CfmukddkgR_z-65-Hlf7o,1.0675675675675675,"store, point_of_interest, establishment",Waltham Forest,430000.0,624.7,11735.375,11745.701388888889,0.4004882856064194,0.74,0.09941520467836257,0.35851528384279485,0.031746031746031744,0.03378378378378377,360.0
360,Cancer Research UK,"7 High Rd, London",51.5908101,-0.1040494,4.5,6,ChIJYdn15PobdkgRvXODN5ADavE,1.0675675675675675,"clothing_store, home_goods_store, point_of_interest, store, establishment",Haringey,487500.0,542.6,11291.917241379311,11348.386206896552,0.4002831402831403,0.9,0.16666666666666666,0.0,0.011904761904761904,0.03378378378378377,361.0
361,St Luke's Hospice Charity Shop,"21A Walm Ln, London",51.5481714,-0.2230052,4.5,4,ChIJZTfmmloQdkgR2GehJmGUprs,1.0675675675675675,"store, point_of_interest, establishment",Brent,450000.0,553.1,12034.70520231214,11542.520231213874,0.39949103994495866,0.9,0.12280701754385964,0.04585152838427948,0.007936507936507936,0.03378378378378377,362.0
362,One Vintage,"200 Kensington Park Rd, London",51.5159972,-0.2059718,0.0,0,ChIJrbkLCx4QdkgRnbC1rNBwc7s,1.0675675675675675,"store, point_of_interest, establishment",Kensington and Chelsea,1200000.0,767.0,15419.339805825242,18563.563106796115,0.3993609111294701,0.0,1.0,0.9799126637554584,0.0,0.03378378378378377,363.0
363,Vibe Vintage,"265 High Rd, London",51.5843101,-0.0726426,4.5,2,ChIJzQMguL0ddkgRDU8u2WYKMqA,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Haringey,487500.0,542.6,11291.917241379311,11348.386206896552,0.39790218790218795,0.9,0.16666666666666666,0.0,0.003968253968253968,0.03378378378378377,364.0
364,Mind,"96 Grove Vale, London",51.4609594,-0.075706,3.3,23,ChIJ_RaeN5cDdkgRZFozXkTapcA,1.0,"store, point_of_interest, establishment",Southwark,520000.0,631.9,11546.481927710844,11492.855421686749,0.39661741508064186,0.6599999999999999,0.2046783625730994,0.38995633187772905,0.04563492063492063,0.0,365.0
365,"British Red Cross shop, Greenwich","46 Vanbrugh Park, London",51.47689880000001,0.0184948,3.8,15,ChIJTYCw7DOo2EcRsV7wbCKYyoQ,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Greenwich,401000.0,618.9,12654.51655629139,11738.397350993377,0.3960439195967811,0.76,0.06549707602339182,0.333187772925764,0.02976190476190476,0.03378378378378377,366.0
366,London Fashion Vintage Fair,"73 Stoke Newington Church St, London",51.5620906,-0.0773046999999999,4.0,1,ChIJ8yugi2McdkgRPL109PqPiPQ,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.3956327497507687,0.8,0.21637426900584794,0.14192139737991266,0.001984126984126984,0.03378378378378377,367.0
367,The Charity Shop,"221 Well St, London",51.543918,-0.0472473999999999,3.9,13,ChIJp3GbgOIcdkgRe0O71hNIM7c,1.0675675675675675,"point_of_interest, store, establishment",Hackney,530000.0,575.1,7420.611111111111,8051.083333333333,0.3947756068936258,0.78,0.21637426900584794,0.14192139737991266,0.025793650793650792,0.03378378378378377,368.0
368,SO VINTAGE LONDON,"Old Spitalfields Market, 16 Horner Square, Spitalfields, London",51.5196411,-0.0756105,3.0,1,ChIJDbtOBbQcdkgRt_Dqa3RZSdg,1.0675675675675675,"clothing_store, store, point_of_interest, establishment",Tower Hamlets,475000.0,680.3,10369.3125,9075.0,0.3946449819323871,0.6,0.15204678362573099,0.601310043668122,0.001984126984126984,0.03378378378378377,369.0
369,St Christopher's Shop - Sydenham,"270 Kirkdale, London",51.4266285,-0.0554938,4.2,24,ChIJ65zMiXwBdkgR--TXOLm1E1s,1.0675675675675675,"store, point_of_interest, establishment",Lewisham,394720.0,574.9,10781.378698224851,10480.91124260355,0.39350410900771743,0.8400000000000001,0.05815204678362573,0.1410480349344976,0.047619047619047616,0.03378378378378377,370.0
370,Harington Charity Shop,"270 Archway Rd, London",51.5751429,-0.1424006,4.3,18,ChIJfbDPJksadkgRPSqsl0vaWDY,1.0675675675675675,"store, point_of_interest, establishment",Haringey,487500.0,542.6,11291.917241379311,11348.386206896552,0.3914259974259975,0.86,0.16666666666666666,0.0,0.03571428571428571,0.03378378378378377,371.0
371,British Heart Foundation,"106 High St, London",51.4155485,-0.0535978,3.4,5,ChIJP73SW3EBdkgRRNB00nyOdQQ,1.0,"store, point_of_interest, establishment",Bromley,425000.0,653.0,21707.984771573603,20825.82741116752,0.3901088547423872,0.6799999999999999,0.0935672514619883,0.48209606986899556,0.00992063492063492,0.0,372.0
