name,address,latitude,longitude,rating,borough
Retromania Fara London,"6 Upper Tachbrook St, London",51.4933772,-0.1399568,4.3,London
ACADEMY COSTUMES & REPRODUCTIONS,"229 Waterloo Rd, London",51.4998143,-0.1068619,5.0,London
Flea London Vintage & Makers Market,"Vinegar Yard, St Thomas St, London",51.50259699999999,-0.08344649999999999,4.0,London
All Loved Up Boutique,"All Loved Up Boutique, 91 Charlwood St, London",51.4880187,-0.1412302,5.0,London
Bermondsey Antique Market,"11 Bermondsey Sq, London",51.4972798,-0.0812958,3.9,London
The Rabbithole,"Vinegar Yard, 72-82 St Thomas St, London",51.5028073,-0.0838078,5.0,London
PICKNWEIGHT - VINTAGE KILO STORE,"14-18 Neal St, London",51.5138476,-0.1248029,3.6,London
Reign Vintage,"12 Berwick St, London",51.51340130000001,-0.1345882,4.3,London
Hunky Dory Vintage,"226 Brick Ln, London",51.52473939999999,-0.0715639,4.5,London
Wow Retro London Covent Garden,"179 Drury Ln, London",51.51564699999999,-0.1234713,4.3,London
The Brick Lane Vintage Market,"85 Brick Ln, London",51.52079579999999,-0.0720977,4.3,London
Blackout II - Vintage Clothing London,"51 Endell St, London",51.5148867,-0.125315,3.9,London
House of Vintage Shoreditch,"4 Cheshire St, London",51.5234455,-0.07115189999999999,3.7,London
Vintage Threads,"69 Neal St, London",51.51494020000001,-0.1266051,4.3,London
Brick Lane Vintage,"182 Brick Ln, London",51.52353850000001,-0.07130059999999999,4.2,London
Pop Boutique,"30 Short's Gardens, London",51.5144586,-0.1254132,4.1,London
Goldsmith Vintage,"121, 123 Charing Cross Rd, London",51.5149524,-0.1301147,4.2,London
Vintage Basement,"7 Cheshire St, London",51.5235678,-0.07095209999999999,4.4,London
Rokit Covent Garden,"42 Shelton St, London",51.5140748,-0.1244384,4.2,London
Magpie Vintage,"F Block, Magpie Vintage Brick Lane Vintage Market, 85 Brick Ln, London",51.520781,-0.0719501,5.0,London
goldsmith vintage,"57 Neal St, London",51.51476760000001,-0.1263361,3.4,London
Rokit,"101 Brick Ln, London",51.5224997,-0.0716904,4.1,London
SO VINTAGE LONDON,"Old Spitalfields Market, 16 Horner Square, Spitalfields, London",51.5196411,-0.0756105,3.0,London
Levisons Vintage Clothing,"1 Cheshire St, Brick Ln, London",51.5235518,-0.0711432,4.3,London
Past Trash,"38 Neal St, London",51.5143694,-0.1253947,4.7,London
Wings Vintage,"105A Euston St., London",51.526494,-0.1363579,4.0,London
ATIKA,"55-59 Hanbury St, London",51.52037370000001,-0.07094779999999999,4.3,London
The yard,"115 Brick Ln, London",51.5204843,-0.07386910000000001,0.0,London
SCOUT VINTAGE,"108 Commercial St, London",51.5200921,-0.0742704,4.5,London
Collectif,"71 Brushfield St, London",51.5192388,-0.07506170000000001,4.4,London
VOUT,"95 Columbia Rd, London",51.5299168,-0.0687478,5.0,London
Vintage Paradise,"220 Brick Ln, London",51.5245456,-0.0715203,4.3,London
Vintage Planet,"Unit 5/6, Vintage Planet, Brick Lane Vintage Market B4, 91 Brick Ln, London",51.5212201,-0.0719517,4.3,London
Pezze,"vinegar yard, St Thomas St, London",51.5026705,-0.0833746,5.0,London
Dunno. Curated,"8 Berwick St, London",51.5132162,-0.134507,4.7,London
Non Stop Vintage,"117c Brick Ln, London",51.5238695,-0.0715777,2.8,London
Gong Nong Bing Vintage,"68 Charing Cross Rd, London",51.5124053,-0.1284323,5.0,London
COW Vintage,"13 Short's Gardens, London",51.5141663,-0.126386,3.7,London
House of Vintage,"388 Old St, London",51.5270585,-0.0782834,0.0,London
Love Leather THE VINTAGE MARKET,"85 Brick Ln, London",51.5206389,-0.0719332,4.7,London
Pennies Vintage,"41A Amwell St, London",51.5292864,-0.1104796,4.7,London
Thrifted.com @ Brick Lane,"Vintage Market Shoreditch, Unit 30, 85 Brick Ln, London",51.520781,-0.0719501,5.0,London
Vintage Clothing,"42 Shelton St, London",51.5140221,-0.1245663,5.0,London
Vintage Velvet Clothing,"85 Brick Ln, London",51.52086689999999,-0.0720324,0.0,London
London Vintage,"5 Cheshire St, London",51.5235908,-0.0710595,5.0,London
Cream Vintage London,"158 Brick Ln, London",51.52206469999999,-0.07159839999999999,5.0,London
Here After,"151 Brick Ln, London",51.5242606,-0.07167200000000001,3.6,London
Sunday market stock vintage,"106 Sclater St, London",51.5236031,-0.0734318,0.0,London
Pink Ink,"Vintage market, 85 Brick Ln, London",51.520781,-0.0719501,0.0,London
Hartex,"Unit 9, Gabriels Wharf, 56 Upper Ground, London",51.5079685,-0.1103793,4.7,London
Good,"33 Neal St, London",51.5142216,-0.1256036,5.0,London
Original Material,"6 Cheshire St, London",51.5234368,-0.0711019,5.0,London
2o2st News,"72 Berwick St, London",51.5147633,-0.1360655,0.0,London
wornwell vintage clothing,"Oxford St, London",51.5165812,-0.1311655,0.0,London
Future Vintage,"98 Columbia Rd, London",51.528632,-0.0704688,0.0,London
Serotonin Vintage London,"194 Brick Ln, London",51.5238457,-0.0713949,4.6,London
Archive Six,"5 Calvert Ave, London",51.5264278,-0.0761304,0.0,London
Vintage store,"148 Brick Ln, London",51.5213356,-0.0716821,0.0,London
Clerkenwell Vintage Fashion Fair,"38-51 Bedford Way, London",51.5234685,-0.1273138,0.0,London
Vintage Heaven,"82 Columbia Rd, London",51.5284208,-0.07090919999999999,4.5,London
Dukes Cupboard Limited,"14 Ingestre Pl, London",51.5132008,-0.1357614,4.3,London
livewithfashion,"Alpha House, 100 Borough High St, London",51.5032218,-0.09196889999999999,0.0,London
Beyond Retro Soho,"19-21 Argyll St, London",51.5150107,-0.1411872,4.3,London
Bread and Butter Collection,"72 Rivington St, London",51.5261211,-0.0792861,5.0,London
British Vintage,"City Rd, London",51.5291548,-0.09518019999999999,0.0,London
pillowHeat,"Vans Store, 47 Carnaby St, London",51.5128206,-0.1386783,4.9,London
PICKNWEIGHT - VINTAGE KILO STORE,"14-18 Neal St, London",51.5138476,-0.1248029,3.6,London
Reign Vintage,"12 Berwick St, London",51.51340130000001,-0.1345882,4.3,London
Hunky Dory Vintage,"226 Brick Ln, London",51.52473939999999,-0.0715639,4.5,London
Beyond Retro Dalston,"92-100 Stoke Newington Rd, London",51.5533702,-0.0746013,4.5,London
Wow Retro London Covent Garden,"179 Drury Ln, London",51.51564699999999,-0.1234713,4.3,London
The Brick Lane Vintage Market,"85 Brick Ln, London",51.52079579999999,-0.0720977,4.3,London
Blackout II - Vintage Clothing London,"51 Endell St, London",51.5148867,-0.125315,3.9,London
Mero Retro,"2 Bradbury St, London",51.5486303,-0.07583070000000001,5.0,London
Blue17 Vintage clothing,"162 Ground floor & basement, London",51.5512295,-0.1101328,4.7,London
House of Vintage Shoreditch,"4 Cheshire St, London",51.5234455,-0.07115189999999999,3.7,London
Magpie Vintage,"3 Camden Psge, London",51.5345635,-0.1043199,4.7,London
Vintage Threads,"69 Neal St, London",51.51494020000001,-0.1266051,4.3,London
Brick Lane Vintage,"182 Brick Ln, London",51.52353850000001,-0.07130059999999999,4.2,London
Pop Boutique,"30 Short's Gardens, London",51.5144586,-0.1254132,4.1,London
Goldsmith Vintage,"121, 123 Charing Cross Rd, London",51.5149524,-0.1301147,4.2,London
Vintage Basement,"7 Cheshire St, London",51.5235678,-0.07095209999999999,4.4,London
Rokit Covent Garden,"42 Shelton St, London",51.5140748,-0.1244384,4.2,London
Magpie Vintage,"F Block, Magpie Vintage Brick Lane Vintage Market, 85 Brick Ln, London",51.520781,-0.0719501,5.0,London
goldsmith vintage,"57 Neal St, London",51.51476760000001,-0.1263361,3.4,London
Rokit,"101 Brick Ln, London",51.5224997,-0.0716904,4.1,London
Beyond Retro Coal Drops,"Unit 79-81, Coal Drops Yard, London",51.5365259,-0.1259221,4.0,London
SO VINTAGE LONDON,"Old Spitalfields Market, 16 Horner Square, Spitalfields, London",51.5196411,-0.0756105,3.0,London
Levisons Vintage Clothing,"1 Cheshire St, Brick Ln, London",51.5235518,-0.0711432,4.3,London
Past Trash,"38 Neal St, London",51.5143694,-0.1253947,4.7,London
Wings Vintage,"105A Euston St., London",51.526494,-0.1363579,4.0,London
ATIKA,"55-59 Hanbury St, London",51.52037370000001,-0.07094779999999999,4.3,London
The yard,"115 Brick Ln, London",51.5204843,-0.07386910000000001,0.0,London
VOUT,"95 Columbia Rd, London",51.5299168,-0.0687478,5.0,London
SCOUT VINTAGE,"108 Commercial St, London",51.5200921,-0.0742704,4.5,London
Collectif,"71 Brushfield St, London",51.5192388,-0.07506170000000001,4.4,London
Vintage Paradise,"220 Brick Ln, London",51.5245456,-0.0715203,4.3,London
Vintage Planet,"Unit 5/6, Vintage Planet, Brick Lane Vintage Market B4, 91 Brick Ln, London",51.5212201,-0.0719517,4.3,London
Dunno. Curated,"8 Berwick St, London",51.5132162,-0.134507,4.7,London
Non Stop Vintage,"117c Brick Ln, London",51.5238695,-0.0715777,2.8,London
Gong Nong Bing Vintage,"68 Charing Cross Rd, London",51.5124053,-0.1284323,5.0,London
COW Vintage,"13 Short's Gardens, London",51.5141663,-0.126386,3.7,London
House of Vintage,"388 Old St, London",51.5270585,-0.0782834,0.0,London
Miniola Vintage,"65 Cross St, London",51.539392,-0.101881,0.0,London
Love Leather THE VINTAGE MARKET,"85 Brick Ln, London",51.5206389,-0.0719332,4.7,London
Pennies Vintage,"41A Amwell St, London",51.5292864,-0.1104796,4.7,London
Thrifted.com @ Brick Lane,"Vintage Market Shoreditch, Unit 30, 85 Brick Ln, London",51.520781,-0.0719501,5.0,London
Vintage Clothing,"42 Shelton St, London",51.5140221,-0.1245663,5.0,London
Vintage Velvet Clothing,"85 Brick Ln, London",51.52086689999999,-0.0720324,0.0,London
London Vintage,"5 Cheshire St, London",51.5235908,-0.0710595,5.0,London
Cream Vintage London,"158 Brick Ln, London",51.52206469999999,-0.07159839999999999,5.0,London
Dreamtime,"14 Pierrepoint Arcade, London",51.5345842,-0.1037696,1.0,London
Here After,"151 Brick Ln, London",51.5242606,-0.07167200000000001,3.6,London
Laura von Behr Vintage,"Canonbury Yard, Building 1, 5A, 190 New N Rd, London",51.5377403,-0.0908213,5.0,London
Sunday market stock vintage,"106 Sclater St, London",51.5236031,-0.0734318,0.0,London
Pink Ink,"Vintage market, 85 Brick Ln, London",51.520781,-0.0719501,0.0,London
Good,"33 Neal St, London",51.5142216,-0.1256036,5.0,London
Original Material,"6 Cheshire St, London",51.5234368,-0.0711019,5.0,London
2o2st News,"72 Berwick St, London",51.5147633,-0.1360655,0.0,London
The Grandad Company,"47, London",51.5378699,-0.1154254,5.0,London
PEZZE,"17 Amhurst Terrace, London",51.5547934,-0.06726979999999999,5.0,London
wornwell vintage clothing,"Oxford St, London",51.5165812,-0.1311655,0.0,London
Future Vintage,"98 Columbia Rd, London",51.528632,-0.0704688,0.0,London
Serotonin Vintage London,"194 Brick Ln, London",51.5238457,-0.0713949,4.6,London
Vintage store,"148 Brick Ln, London",51.5213356,-0.0716821,0.0,London
twos,"258 Hackney Rd, London",51.53086829999999,-0.06938029999999999,5.0,London
Beyond Retro Dalston,"92-100 Stoke Newington Rd, London",51.5533702,-0.0746013,4.5,London
Mero Retro,"2 Bradbury St, London",51.5486303,-0.07583070000000001,5.0,London
Blue17 Vintage clothing,"162 Ground floor & basement, London",51.5512295,-0.1101328,4.7,London
Miniola Vintage,"65 Cross St, London",51.539392,-0.101881,0.0,London
Resurrection Boutique,"3, Archway Close, 3 Archway Rd, London",51.5657346,-0.134374,4.2,London
Laura von Behr Vintage,"Canonbury Yard, Building 1, 5A, 190 New N Rd, London",51.5377403,-0.0908213,5.0,London
London Fashion Vintage Fair,"73 Stoke Newington Church St, London",51.5620906,-0.07730469999999999,4.0,London
Beyond Retro Coal Drops,"Unit 79-81, Coal Drops Yard, London",51.5365259,-0.1259221,4.0,London
Svarelle,London,51.56526030000001,-0.1196879,0.0,London
The Grandad Company,"47, London",51.5378699,-0.1154254,5.0,London
PEZZE,"17 Amhurst Terrace, London",51.5547934,-0.06726979999999999,5.0,London
Alpha Vintage Store,"Hornsey Rd, London",51.55952120000001,-0.1144241,0.0,London
Magpie Vintage,"3 Camden Psge, London",51.5345635,-0.1043199,4.7,London
Forgotten Tales Vintage,"9a Cazenove Rd, London",51.5642296,-0.0723471,0.0,London
Reign Vintage,"166-168 Stoke Newington High St, London",51.5614461,-0.07358250000000001,4.3,London
Cats In Orbit,"54 Eade Rd, London",51.5740932,-0.09484800000000002,1.0,London
Retro Arena,"32 Mildmay Grove S, London",51.5485321,-0.0853227,5.0,London
Dreamtime,"14 Pierrepoint Arcade, London",51.5345842,-0.1037696,1.0,London
2 & 4 Vintage Furniture,"2-4 Southgate Rd, London",51.5377476,-0.0861846,4.4,London
Retro Hub N16,"Retro Hub N16, 2 Marton Rd, London",51.5617963,-0.08028210000000001,4.4,London
Blighty Militaria,"Flat C, 8-10 Ferntower Rd, London",51.5512446,-0.0866827,5.0,London
American Vintage,"Stable St, London",51.535973,-0.126182,3.4,London
"Camden Passage, Islington","1 Camden Psge, London",51.5346814,-0.1039732,4.3,London
SK.Vintage,"51 Fortess Rd, London",51.5539851,-0.1406663,4.5,London
Vivien of Holloway,"294 Holloway Rd, London",51.55451430000001,-0.1142869,4.4,London
Storm in a Teacup,"366 Kingsland Rd, London",51.5405416,-0.0762495,4.6,London
One Scoop Store,"101 Stoke Newington High St, London",51.55990329999999,-0.0741752,4.8,London
Seconda Mano - Clothing Agency,"114 Upper St, London",51.5381916,-0.1026253,4.0,London
Furuki Yo-Kimono Vintage,"London, Pod15 21-31 Shacklewell Lane, Dalston",51.5512149,-0.0733721,5.0,London
Leos boutique uk clothing popup stall,"Pierrepoint Arcade, Camden Psge, London",51.5355171,-0.1032303,5.0,London
House of Modern Vintage,"Wightman Rd, London",51.5793317,-0.1041108,4.9,London
Committee of Taste,"3a Evering Rd, London",51.5573029,-0.0737305,4.7,London
Corr Vintage Watches,"32 Walford Rd, London",51.5560002,-0.0763672,0.0,London
TTFN Vintage,"106-108 Denmark Hill, London",51.4709291,-0.0930882,5.0,London
Leona,"Brixton Village, Unit 5 Coldharbour Ln, London",51.4621557,-0.1114804,5.0,London
Blue Feather,"14 Melbourne Grove, London",51.4604353,-0.0799164,4.9,London
Little Sister,"Market Peckham, 133a Rye Ln, London",51.46982449999999,-0.0680959,5.0,London
Ansa Vintage,"95 Dartmouth Rd, London",51.4361212,-0.05506150000000001,5.0,London
Rye Not Retro,"62 Peckham Rye, London",51.4649691,-0.06665789999999999,4.3,London
Rejuvenate - Something for everyone,"41-42 Coldharbour Ln, London",51.4625934,-0.1116695,0.0,London
Bella West,"Granville Arcade, Unit 76 Coldharbour Ln, London",51.4624417,-0.1118706,3.7,London
the never not,"Arch 118, Unit 22 Station Passage, London",51.4747263,-0.05695419999999999,0.0,London
National Vintage League Ltd.,"Unit 2, Print Village, 58 Chadwick Rd, London",51.4683982,-0.0749778,5.0,London
Farr & Wyde,"Heron House, Dartmouth Rd, London",51.4383379,-0.054395,3.0,London
SixQD,"720b, 722b Old Kent Rd, London",51.4808333,-0.06047259999999999,0.0,London
Morbleu,"135 Dulwich Rd, London",51.4526729,-0.1027664,4.4,London
Windsor Antique Emporium,"405 Lordship Ln, London",51.448623,-0.0735941,5.0,London
Wild Horses,"95 Dartmouth Rd, London",51.43615150000001,-0.05503769999999999,5.0,London
Vintique London,"Unit 13 Station Passage, Queen's Rd, London",51.4755117,-0.05625339999999999,4.9,London
HOP Market - Studio,"60 Honor Oak Park, London",51.4495133,-0.0440055,4.3,London
TRAID Peckham,"14-16 Rye Ln, London",51.4726379,-0.0698983,4.2,London
Vintage Chairs,"25 Gubyon Ave, London",51.4554139,-0.102013,0.0,London
Frost,"144 Bellenden Rd, London",51.4681623,-0.0726333,5.0,London
TTFN Vintage,"106-108 Denmark Hill, London",51.4709291,-0.0930882,5.0,London
Pezze,"vinegar yard, St Thomas St, London",51.5026705,-0.0833746,5.0,London
Leona,"Brixton Village, Unit 5 Coldharbour Ln, London",51.4621557,-0.1114804,5.0,London
Blue Feather,"14 Melbourne Grove, London",51.4604353,-0.0799164,4.9,London
Little Sister,"Market Peckham, 133a Rye Ln, London",51.46982449999999,-0.0680959,5.0,London
Rye Not Retro,"62 Peckham Rye, London",51.4649691,-0.06665789999999999,4.3,London
Rejuvenate - Something for everyone,"41-42 Coldharbour Ln, London",51.4625934,-0.1116695,0.0,London
Bella West,"Granville Arcade, Unit 76 Coldharbour Ln, London",51.4624417,-0.1118706,3.7,London
the never not,"Arch 118, Unit 22 Station Passage, London",51.4747263,-0.05695419999999999,0.0,London
SixQD,"720b, 722b Old Kent Rd, London",51.4808333,-0.06047259999999999,0.0,London
National Vintage League Ltd.,"Unit 2, Print Village, 58 Chadwick Rd, London",51.4683982,-0.0749778,5.0,London
livewithfashion,"Alpha House, 100 Borough High St, London",51.5032218,-0.09196889999999999,0.0,London
Academy Vintage Repro,"229 Waterloo Rd, London",51.4998143,-0.1068619,0.0,London
Flea London Vintage & Makers Market,"Vinegar Yard, St Thomas St, London",51.50259699999999,-0.08344649999999999,4.0,London
Bermondsey Antique Market,"11 Bermondsey Sq, London",51.4972798,-0.0812958,3.9,London
TRAID Peckham,"14-16 Rye Ln, London",51.4726379,-0.0698983,4.2,London
Hunky Dory Vintage,"226 Brick Ln, London",51.52473939999999,-0.0715639,4.5,London
The Brick Lane Vintage Market,"85 Brick Ln, London",51.52079579999999,-0.0720977,4.3,London
House of Vintage Shoreditch,"4 Cheshire St, London",51.5234455,-0.07115189999999999,3.7,London
Brick Lane Vintage,"182 Brick Ln, London",51.52353850000001,-0.07130059999999999,4.2,London
Magpie Vintage,"F Block, Magpie Vintage Brick Lane Vintage Market, 85 Brick Ln, London",51.520781,-0.0719501,5.0,London
Rokit,"101 Brick Ln, London",51.5224997,-0.0716904,4.1,London
SO VINTAGE LONDON,"Old Spitalfields Market, 16 Horner Square, Spitalfields, London",51.5196411,-0.0756105,3.0,London
Levisons Vintage Clothing,"1 Cheshire St, Brick Ln, London",51.5235518,-0.0711432,4.3,London
ATIKA,"55-59 Hanbury St, London",51.52037370000001,-0.07094779999999999,4.3,London
The yard,"115 Brick Ln, London",51.5204843,-0.07386910000000001,0.0,London
SCOUT VINTAGE,"108 Commercial St, London",51.5200921,-0.0742704,4.5,London
Collectif,"71 Brushfield St, London",51.5192388,-0.07506170000000001,4.4,London
VOUT,"95 Columbia Rd, London",51.5299168,-0.0687478,5.0,London
Vintage Paradise,"220 Brick Ln, London",51.5245456,-0.0715203,4.3,London
Vintage Planet,"Unit 5/6, Vintage Planet, Brick Lane Vintage Market B4, 91 Brick Ln, London",51.5212201,-0.0719517,4.3,London
Pezze,"vinegar yard, St Thomas St, London",51.5026705,-0.0833746,5.0,London
Non Stop Vintage,"117c Brick Ln, London",51.5238695,-0.0715777,2.8,London
House of Vintage,"388 Old St, London",51.5270585,-0.0782834,0.0,London
Love Leather THE VINTAGE MARKET,"85 Brick Ln, London",51.5206389,-0.0719332,4.7,London
Pennies Vintage,"41A Amwell St, London",51.5292864,-0.1104796,4.7,London
Thrifted.com @ Brick Lane,"Vintage Market Shoreditch, Unit 30, 85 Brick Ln, London",51.520781,-0.0719501,5.0,London
Vintage Velvet Clothing,"85 Brick Ln, London",51.52086689999999,-0.0720324,0.0,London
London Vintage,"5 Cheshire St, London",51.5235908,-0.0710595,5.0,London
Cream Vintage London,"158 Brick Ln, London",51.52206469999999,-0.07159839999999999,5.0,London
Here After,"151 Brick Ln, London",51.5242606,-0.07167200000000001,3.6,London
Sunday market stock vintage,"106 Sclater St, London",51.5236031,-0.0734318,0.0,London
Pink Ink,"Vintage market, 85 Brick Ln, London",51.520781,-0.0719501,0.0,London
Hartex,"Unit 9, Gabriels Wharf, 56 Upper Ground, London",51.5079685,-0.1103793,4.7,London
Original Material,"6 Cheshire St, London",51.5234368,-0.0711019,5.0,London
Wizard Boo,"83a Roman Rd, London",51.5283907,-0.0500158,0.0,London
Future Vintage,"98 Columbia Rd, London",51.528632,-0.0704688,0.0,London
Serotonin Vintage London,"194 Brick Ln, London",51.5238457,-0.0713949,4.6,London
Archive Six,"5 Calvert Ave, London",51.5264278,-0.0761304,0.0,London
Vintage store,"148 Brick Ln, London",51.5213356,-0.0716821,0.0,London
Vintage Heaven,"82 Columbia Rd, London",51.5284208,-0.07090919999999999,4.5,London
Nordic Poetry,"141 Bethnal Grn Rd, London",51.5252734,-0.0710946,4.6,London
livewithfashion,"Alpha House, 100 Borough High St, London",51.5032218,-0.09196889999999999,0.0,London
Bread and Butter Collection,"72 Rivington St, London",51.5261211,-0.0792861,5.0,London
British Vintage,"City Rd, London",51.5291548,-0.09518019999999999,0.0,London
Academy Vintage Repro,"229 Waterloo Rd, London",51.4998143,-0.1068619,0.0,London
Kin Store London,"131 Brick Ln, London",51.52373,-0.0715621,3.7,London
WAI VI KI . LTD,"1 Owen St, London",51.5310287,-0.1049576,0.0,London
Flea London Vintage & Makers Market,"Vinegar Yard, St Thomas St, London",51.50259699999999,-0.08344649999999999,4.0,London
twos,"258 Hackney Rd, London",51.53086829999999,-0.06938029999999999,5.0,London
Bermondsey Antique Market,"11 Bermondsey Sq, London",51.4972798,-0.0812958,3.9,London
Vintage Vinyl Brick Lane,"85 Brick Ln, London",51.520781,-0.0719501,4.6,London
Klasik Vintage Eyewear,"Old Spitalfields Market, Brushfield St, London",51.5196657,-0.07544519999999999,5.0,London
Two Columbia Road,"2 Columbia Rd, London",51.5279872,-0.07601229999999999,4.6,London
The Vintage Furniture Flea,"5-15 Old Ford Road Greater, London",51.5296196,-0.05525870000000001,5.0,London
Hunky Dory Vintage,"226 Brick Ln, London",51.52473939999999,-0.0715639,4.5,London
Beyond Retro Dalston,"92-100 Stoke Newington Rd, London",51.5533702,-0.0746013,4.5,London
The Brick Lane Vintage Market,"85 Brick Ln, London",51.52079579999999,-0.0720977,4.3,London
Mero Retro,"2 Bradbury St, London",51.5486303,-0.07583070000000001,5.0,London
Blue17 Vintage clothing,"162 Ground floor & basement, London",51.5512295,-0.1101328,4.7,London
House of Vintage Shoreditch,"4 Cheshire St, London",51.5234455,-0.07115189999999999,3.7,London
Magpie Vintage,"3 Camden Psge, London",51.5345635,-0.1043199,4.7,London
Brick Lane Vintage,"182 Brick Ln, London",51.52353850000001,-0.07130059999999999,4.2,London
Magpie Vintage,"F Block, Magpie Vintage Brick Lane Vintage Market, 85 Brick Ln, London",51.520781,-0.0719501,5.0,London
Preloved by Melina,"36 Amhurst Rd, London",51.5481259,-0.05684939999999999,5.0,London
Rokit,"101 Brick Ln, London",51.5224997,-0.0716904,4.1,London
SO VINTAGE LONDON,"Old Spitalfields Market, 16 Horner Square, Spitalfields, London",51.5196411,-0.0756105,3.0,London
Somewhere in Hackney Vintage,"394 Mentmore Terrace, London",51.5411437,-0.0577,5.0,London
Gold Dust Vintage,"343 - 344 Beck Rd, London",51.5372201,-0.0581609,5.0,London
Levisons Vintage Clothing,"1 Cheshire St, Brick Ln, London",51.5235518,-0.0711432,4.3,London
ATIKA,"55-59 Hanbury St, London",51.52037370000001,-0.07094779999999999,4.3,London
The yard,"115 Brick Ln, London",51.5204843,-0.07386910000000001,0.0,London
VOUT,"95 Columbia Rd, London",51.5299168,-0.0687478,5.0,London
SCOUT VINTAGE,"108 Commercial St, London",51.5200921,-0.0742704,4.5,London
Collectif,"71 Brushfield St, London",51.5192388,-0.07506170000000001,4.4,London
Vintage Paradise,"220 Brick Ln, London",51.5245456,-0.0715203,4.3,London
Vintage Planet,"Unit 5/6, Vintage Planet, Brick Lane Vintage Market B4, 91 Brick Ln, London",51.5212201,-0.0719517,4.3,London
Retrouvé vintage,"23 Broadway Market, London",51.5362818,-0.0620898,5.0,London
Retrouvé vintage,"e8 1bg, 61 Wilton Way, London",51.5456744,-0.06157260000000001,4.5,London
Non Stop Vintage,"117c Brick Ln, London",51.5238695,-0.0715777,2.8,London
House of Vintage,"388 Old St, London",51.5270585,-0.0782834,0.0,London
Miniola Vintage,"65 Cross St, London",51.539392,-0.101881,0.0,London
Love Leather THE VINTAGE MARKET,"85 Brick Ln, London",51.5206389,-0.0719332,4.7,London
Frankie Lou Vintage,"12-20 Rosina St, London",51.54757499999999,-0.0455728,0.0,London
Pennies Vintage,"41A Amwell St, London",51.5292864,-0.1104796,4.7,London
Thrifted.com @ Brick Lane,"Vintage Market Shoreditch, Unit 30, 85 Brick Ln, London",51.520781,-0.0719501,5.0,London
WAI VI KI . LTD,"1 Owen St, London",51.5310287,-0.1049576,0.0,London
Vintage Velvet Clothing,"85 Brick Ln, London",51.52086689999999,-0.0720324,0.0,London
London Vintage,"5 Cheshire St, London",51.5235908,-0.0710595,5.0,London
Cream Vintage London,"158 Brick Ln, London",51.52206469999999,-0.07159839999999999,5.0,London
Dreamtime,"14 Pierrepoint Arcade, London",51.5345842,-0.1037696,1.0,London
Here After,"151 Brick Ln, London",51.5242606,-0.07167200000000001,3.6,London
Laura von Behr Vintage,"Canonbury Yard, Building 1, 5A, 190 New N Rd, London",51.5377403,-0.0908213,5.0,London
Sunday market stock vintage,"106 Sclater St, London",51.5236031,-0.0734318,0.0,London
Pink Ink,"Vintage market, 85 Brick Ln, London",51.520781,-0.0719501,0.0,London
Original Material,"6 Cheshire St, London",51.5234368,-0.0711019,5.0,London
PEZZE,"17 Amhurst Terrace, London",51.5547934,-0.06726979999999999,5.0,London
REFASHED I Vintage & Second-Hand Clothes,"13 Mentmore Terrace, London",51.54109889999999,-0.0573418,5.0,London
Rekindled,"212 Well St, London",51.5443061,-0.046649,5.0,London
Future Vintage,"98 Columbia Rd, London",51.528632,-0.0704688,0.0,London
Serotonin Vintage London,"194 Brick Ln, London",51.5238457,-0.0713949,4.6,London
House of Vintage Broadway Market,"2b Ada St, London",51.5358132,-0.06177329999999999,5.0,London
Vintage store,"148 Brick Ln, London",51.5213356,-0.0716821,0.0,London
Retold Vintage,"Stephen House, 1 Darnley Rd, London",51.5437886,-0.05438399999999999,5.0,London
twos,"258 Hackney Rd, London",51.53086829999999,-0.06938029999999999,5.0,London
The Pattern,"167 Mare St, London",51.5399792,-0.0560996,5.0,London
Paper Dress Vintage,"352a Mare St, London",51.547349,-0.05470179999999999,4.6,London
Vintage Heaven,"82 Columbia Rd, London",51.5284208,-0.07090919999999999,4.5,London
Nordic Poetry,"141 Bethnal Grn Rd, London",51.5252734,-0.0710946,4.6,London
Bread and Butter Collection,"72 Rivington St, London",51.5261211,-0.0792861,5.0,London
British Vintage,"City Rd, London",51.5291548,-0.09518019999999999,0.0,London
The Square Circle,"499-505 Hackney Rd, London",51.5325133,-0.0583845,0.0,London
2 & 4 Vintage Furniture,"2-4 Southgate Rd, London",51.5377476,-0.0861846,4.4,London
Kin Store London,"131 Brick Ln, London",51.52373,-0.0715621,3.7,London
Blighty Militaria,"Flat C, 8-10 Ferntower Rd, London",51.5512446,-0.0866827,5.0,London
Beyond Retro Dalston,"92-100 Stoke Newington Rd, London",51.5533702,-0.0746013,4.5,London
Mero Retro,"2 Bradbury St, London",51.5486303,-0.07583070000000001,5.0,London
Blue17 Vintage clothing,"162 Ground floor & basement, London",51.5512295,-0.1101328,4.7,London
Preloved by Melina,"36 Amhurst Rd, London",51.5481259,-0.05684939999999999,5.0,London
Somewhere in Hackney Vintage,"394 Mentmore Terrace, London",51.5411437,-0.0577,5.0,London
Gold Dust Vintage,"343 - 344 Beck Rd, London",51.5372201,-0.0581609,5.0,London
Retrouvé vintage,"23 Broadway Market, London",51.5362818,-0.0620898,5.0,London
Miniola Vintage,"65 Cross St, London",51.539392,-0.101881,0.0,London
Retrouvé vintage,"e8 1bg, 61 Wilton Way, London",51.5456744,-0.06157260000000001,4.5,London
Frankie Lou Vintage,"12-20 Rosina St, London",51.54757499999999,-0.0455728,0.0,London
